Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Indicadores,Cod_Indicadores,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Direc_Estable,Tel_Estable,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Fecha_Nacimiento,Edad,Edad_Reco,Sexo_Reco,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Ciclo,Cod_Distrito,Año_Cierre,Etnia_Reco,Identificacion_Etnica_RECO,IE_Idioma_Materno_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado_Primaria,Ed_Que_Grados_Repitio,Gr_Primero,Gr_Segundo,Gr_Tercero,Gr_Cuarto,Gr_Quinto,Gr_Sexto,Ed_Trabaja_Actualmente,Ed_Jornada_Trabaja_RECO,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,Pp_Tierra,Pp_Madera_Rustica,Pp_Torta_Cemento,Pp_Piso_Granito,Pp_Piso_Ceramico,Pp_Madera_Fina,CC_Material_Predomina_En_Paredes_Casa,Pa_Madera_Rustica,Pa_Madera_Fina,Pa_Adobe,Pa_Lamina,Pa_Block,Pa_Ladrillo,CC_Material_Predomina_En_Techo_Casa,Pt_Material_Perecedero,Pt_Lamina,Pt_Teja,Pt_Duralita,Pt_Terraza_Fundida,CC_Como_Obtiene_El_Agua_Para_Lavar,Al_Fuente_Natural,Al_Chorro_Publico,Al_Tuberia,Al_Comprada,CC_Agua_Utiliza_Para_Beber,Ab_Natural,Ab_Chorro,Ab_Comprada_Cisterna,Ab_Comprada_Embotellada,CC_Electricidad,CC_Ambiente_Cocina_Separada,CC_Combustible_Utiliza_Cocina,CU_Leña,CU_Gas,CU_Electricidad,CC_Cuenta_Linea_Telefonica,CC_Tiene_Familia_Celular,CC_Servicio_Tv_Cable,CC_Servicio_Internet,CC_Electrodomesticos,Televisor,Refrigerador,Equipo_Sonido,VHS_DVD,Lavadora_Ropa,Secadora_Ropa,Horno_Microondas,Computadoras,Consola_Videojuegos,Otros_Electrodomesticos,CC_Tipo_Sanitarios,Cc_No_Hay,Cc_Letrina,Cc_Inodoro,CC_Familia_Automovil,CC_Como_Se_Moviliza_Usualmente,Cc_A_Pie,Cc_Bicicleta,Cc_Motocicleta,Cc_Publico,Cc_Bus_Escolar,Cc_Automovil,CC_Tiempo_Casa_Al_Establecimiento,Cc_0_15,Cc_16_30,Cc_31_45,Cc_46_60,Cc_61_75,Cc_76_90,Cc_91_105,Cc_M_105,Cc_Casa_Donde_Vive_Familia,Cc_Cuantos_Niveles_Construccion_Casa,Cc_Cuantos_Niveles_1,Cc_Cuantos_Niveles_2,Cc_Cuantos_Niveles_3,Cc_Cuantos_Niveles_4,Cc_Cuantos_Niveles_5,Cc_Cuantos_Niveles_Mas5,Cc_Cuantos_Dormitorios_Hay_En_Casa,Cc_Cuantos_Dormitorios_1,Cc_Cuantos_Dormitorios_2,Cc_Cuantos_Dormitorios_3,Cc_Cuantos_Dormitorios_4,Cc_Cuantos_Dormitorios_5,Cc_Cuantos_Dormitorios_Mas5,Cc_Cuantas_Personas_Viven_En_Casa,Cc_Cuantas_Personas_1,Cc_Cuantas_Personas_3,Cc_Cuantas_Personas_5,Cc_Cuantas_Personas_7,Cc_Cuantas_Personas_9,Cc_Cuantas_Personas_Mas10,Cc_Recibe_Remesas,Tec_Poseen_Comp_Estable_Uso_Alumnos,Tec_Utiliza_Computadora_Realizar_Tareas_Estable,Tec_Periodos_Semana_Utiliza_Computadora,Tec_Periodos_Semana_Utiliza_Computadora_RECO,Tec_Horas_Diarias_Uso_Compu_Estab,Tec_Horas_Diarias_Uso_Compu_Estab_RECO,Tec_Horas_Diarias_Uso_Compu_Casa,Tec_Horas_Diarias_Uso_Compu_Casa_RECO,Tec_Utiliza_Internet_Para_Investigaciones,Tec_Recibido_Curso_Computacion,Mate_Periodos_Matematicas_Semana,Mate_Periodos_Matematicas_Semana_RECO,Mate_Minutos_Dura_Periodo_Matematicas,Mate_Minutos_Dura_Periodo_Matematicas_RECO,Lect_Dias_Semana_Lee_Periodicos,Lect_Dias_Semana_Lee_Periodicos_RECO,Lect_Periodico_Prefiere_Leer,Lc_Prensa_Libre,Lc_Siglo_XXI,Lc_El_Periodico,Lc_Nuestro_Diario,Lc_Diario_Centroamerica,Lc_Al_Dia,Lc_La_Hora,Lc_Publinews,Lc_Otro,Lect_Libros_Completos_Ha_Leido,Lect_Libros_Completos_Ha_Leido_RECO,Lect_Periodos_Lectura_Semana,Lect_Periodos_Lectura_Semana_RECO,Lect_Minutos_Dura_Periodo_Lectura,Lect_Minutos_Dura_Periodo_Lectura_RECO,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect
05-02-2557-46,3516928409,68,212318,Sí,1,3516928409,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,20/07/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Comprada,0,0,0,1,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Vhs_Dvd Micro Compu Otros,1,1,1,1,0,0,1,1,0,1,Inodoro,0,0,1,1,Publico,0,0,0,1,0,0,16_30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,4,4,0,0,,9,1,1,6,6,40_49,4,1,1,Periodico,0,0,1,0,0,0,0,0,0,4,2,5,5,40_49,4,-0.098,0.631,1,3,0,1
05-02-2557-46,3549731338,68,212280,Sí,1,3549731338,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,04/10/2001,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Teja,0,0,1,0,0,Chorro_Publico,0,1,0,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,0,1,0,0,Tv Refri Lavadora Micro Compu Consola,1,1,0,0,1,0,1,1,1,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,M_105,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,,9,Mas4,5,Mas4,5,1,0,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,3,2,5,5,40_49,4,0.965,0.728,2,3,0,1
05-02-2557-46,3608292716,68,212267,Sí,1,3608292716,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,09/09/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Natural,1,0,0,0,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Lavadora Micro Compu,1,1,0,0,1,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,0_15,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,4,4,2,2,3,3,1,1,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,4,2,5,5,40_49,4,-0.07,1.075,1,4,0,1
05-02-2557-46,3887457176,68,212268,Sí,1,3887457176,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,20/05/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina Terraza_Fundida,0,1,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Leña Gas Electricidad,1,1,1,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Otros,1,1,1,1,1,0,1,1,0,1,Inodoro,0,0,1,1,Publico Auto,0,0,0,1,0,1,31_45,0,0,1,0,0,0,0,0,,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,3,3,1,1,2,2,1,,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,4,2,Ninguno,0,0_19,1,0.127,0.631,2,3,0,1
05-02-2557-46,4102142516,68,212327,Sí,1,4102142516,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,31/07/2001,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Vhs_Dvd Lavadora Micro Compu Consola Otros,1,0,0,1,1,0,1,1,1,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,5,5,30_39,3,1,1,Prensa,1,0,0,0,0,0,0,0,0,1,1,4,4,,0,-0.836,0.043,1,2,0,0
05-02-2557-46,4144597186,68,212328,Sí,1,4144597186,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,11/10/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,5,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,0,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Otros,1,1,1,1,1,0,1,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,3,3,,9,3,3,1,1,5,5,40_49,4,2,2,Periodico,0,0,1,0,0,0,0,0,0,7,4,5,5,40_49,4,0.998,2.188,2,4,0,1
05-02-2557-46,4191034994,68,212298,Sí,1,4191034994,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,25/06/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,2,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Fuente_Natural,1,0,0,0,Natural,1,0,0,0,1,1,Gas,0,1,0,0,1,1,1,Tv Refri Sonido Secadora Micro Compu Otros,1,1,1,0,0,1,1,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,Mas10,0,0,0,0,0,1,0,1,1,2,2,3,3,2,2,1,1,6,6,40_49,4,1,1,Nuestrodiario,0,0,0,1,0,0,0,0,0,2,1,2,2,40_49,4,1.174,1.649,3,4,1,1
05-02-2557-46,4402575933,68,212271,Sí,1,4402575933,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,09/09/1999,19,4,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,1,Sexto,0,0,0,0,0,1,0,0,1,2,1,5,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Sonido Lavadora Compu Otros,1,1,1,0,1,0,0,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,3,3,2,2,3,3,1,0,6,6,40_49,4,0,0,,0,0,0,0,0,0,0,0,0,5,3,1,1,40_49,4,-0.215,-0.274,1,1,0,0
05-02-2557-46,4552171598,68,326225,No,3,4552171598,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,13/02/2002,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,6,2,0,,0,0,0,0,0,0,0,1,1,4,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Lavadora Micro Compu Consola,1,1,1,0,1,0,1,1,1,0,Inodoro,0,0,1,0,Auto,0,0,0,0,0,1,0_15,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,4,4,Mas4,5,Mas4,5,1,1,4,4,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,6,3,3,3,40_49,4,0.332,-0.631,2,1,0,0
05-02-2557-46,4714031230,68,212303,Sí,1,4714031230,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,06/01/2002,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Torta_Cemento,0,0,1,0,0,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,0,Gas,0,1,0,0,1,1,1,Tv Refri Compu Otros,1,1,0,0,0,0,0,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,Mas6,7,Mas4,5,Mas4,5,1,1,5,5,40_49,4,0,0,Prensa,1,0,0,0,0,0,0,0,0,4,2,5,5,40_49,4,1.673,1.549,4,4,1,1
05-02-2557-46,4780721936,68,212274,Sí,1,4780721936,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,15/06/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Lavadora Micro Compu,1,1,1,0,1,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,0_15,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,3,3,3,3,Mas4,5,1,1,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,3,2,6,6,40_49,4,-0.429,-0.045,1,2,0,0
05-02-2557-46,5229646754,68,212324,Sí,1,5229646754,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,23/02/2001,18,3,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,2,0,1,3,Torta_Cemento,0,0,1,0,0,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Tuberia,0,0,1,0,Chorro,0,1,0,0,1,1,Gas,0,1,0,0,1,1,0,Tv Refri Lavadora Compu,1,1,0,0,1,0,0,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,3,3,3,3,3,3,1,0,5,5,40_49,4,0,0,Otro,0,0,0,0,0,0,0,0,1,7,4,5,5,40_49,4,1.798,1.549,4,4,1,1
05-02-2557-46,5717396297,68,212330,Sí,1,5717396297,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,20/11/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Vhs_Dvd Micro Compu,1,1,1,1,0,0,1,1,0,0,Inodoro,0,0,1,1,Auto,0,0,0,0,0,1,0_15,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,2,3,3,Mas4,5,1,1,5,5,20_29,2,0,0,Prensa,1,0,0,0,0,0,0,0,0,3,2,4,4,20_29,2,0.042,1.549,2,4,0,1
05-02-2557-46,5898099953,68,212273,Sí,1,5898099953,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,10/01/2002,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,2,0,,0,0,0,0,0,0,0,0,1,3,2,0,Piso_Ceramico,0,0,0,0,1,0,Ladrillo,0,0,0,0,0,1,Teja,0,0,1,0,0,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Lavadora Secadora Micro Compu Consola,1,1,1,0,1,1,1,1,1,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,3,3,2,2,3,3,1,1,4,4,40_49,4,1,1,Periodico,0,0,1,0,0,0,0,0,0,2,1,5,5,40_49,4,1.502,1.51,4,4,1,1
05-02-2557-46,5943411154,68,212321,Sí,1,5943411154,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,04/02/2002,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,5,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Tuberia,0,0,1,0,Cisterna,0,0,1,0,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Secadora Micro Compu Consola Otros,1,1,1,1,1,1,1,1,1,1,Inodoro,0,0,1,1,Auto,0,0,0,0,0,1,0_15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,Mas6,7,3,3,Mas4,5,1,1,5,5,40_49,4,0,0,Prensa,1,0,0,0,0,0,0,0,0,4,2,5,5,40_49,4,1.281,1.035,3,4,1,1
05-02-2557-46,6238404751,68,212286,Sí,1,6238404751,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,23/08/2001,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,1,1,2,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,0,Gas,0,1,0,0,1,1,1,Tv Refri Lavadora Compu,1,1,0,0,1,0,0,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,3,3,1,1,1,1,1,1,6,6,40_49,4,2,2,Lahora,0,0,0,0,0,0,1,0,0,4,2,4,4,40_49,4,1.105,2.401,3,4,1,1
05-02-2557-46,6736298881,68,212294,Sí,1,6736298881,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,06/05/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,1,Torta_Cemento,0,0,1,0,0,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,1,Leña Gas,1,1,0,0,1,1,1,Tv Refri Sonido Lavadora Micro Compu Consola Otros,1,1,1,0,1,0,1,1,1,1,Inodoro,0,0,1,1,Auto,0,0,0,0,0,1,31_45,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,3,3,1,1,Mas4,5,1,0,5,5,40_49,4,0,0,Nuestrodiario,0,0,0,1,0,0,0,0,0,4,2,5,5,40_49,4,0.655,1.035,2,4,0,1
05-02-2557-46,6796475519,68,212326,Sí,1,6796475519,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,16/02/2002,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,,0,1,1,1,1,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,0,1,1,0,Tv Refri Sonido Vhs_Dvd Compu Otros,1,1,1,1,0,0,0,1,0,1,Inodoro,0,0,1,1,Publico,0,0,0,1,0,0,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,3,3,1,1,2,2,1,1,5,5,40_49,4,0,0,Prensa,1,0,0,0,0,0,0,0,0,3,2,4,4,40_49,4,-0.186,0.043,1,2,0,0
05-02-2557-46,7189708430,68,212284,Sí,1,7189708430,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,24/03/1998,21,6,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,1,Segundo Cuarto,0,1,0,1,0,0,0,0,1,5,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Duralita,0,0,0,1,0,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,0,1,1,0,Tv Refri Sonido Lavadora Micro Compu Otros,1,1,1,0,1,0,1,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,6,6,40_49,4,0,0,Nuestrodiario,0,0,0,1,0,0,0,0,0,1,1,1,1,30_39,3,0.448,1.799,2,4,0,1
05-02-2557-46,7262540342,68,212322,Sí,1,7262540342,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,19/08/2002,16,1,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,1,Leña Gas,1,1,0,0,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu,1,1,1,1,1,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,4,4,2,2,4,4,1,1,5,5,40_49,4,1,1,Periodico,0,0,1,0,0,0,0,0,0,6,3,5,5,40_49,4,0.683,0.77,2,3,0,1
05-02-2557-46,7465496817,68,212266,Sí,1,7465496817,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,01/01/2002,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,1,Primero,1,0,0,0,0,0,0,0,1,2,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Cisterna,0,0,1,0,1,1,Leña Gas Electricidad,1,1,1,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Consola Otros,1,1,1,1,1,0,1,1,1,1,Inodoro,0,0,1,1,Auto,0,0,0,0,0,1,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,3,3,3,3,2,2,1,1,5,5,40_49,4,1,1,Nuestrodiario,0,0,0,1,0,0,0,0,0,4,2,5,5,40_49,4,-0.186,0.488,1,3,0,1
